	proMS	co-cultures	product	seq_id	source	type	start	end	score	strand	phase	attributes	Name	eC_number	gene	inference	locus_tag	note	organism	Dbxref	Note	Parent	anticodon	bound_moiety	end_range	gbkey	gene_biotype	gene_synonym	genome	mol_type	old_locus_tag	partial	protein_id	pseudo	regulatory_class	start_range	strain	transl_table
MIT9301_01186	-0.1782590098926507	0.3260989027088338	Villin headpiece domain-containing protein	MIT9301_1	Prodigal:2.6	CDS	998577	999008	.	+	0	ID=MIT9301_01186;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:OUL43636.1;locus_tag=MIT9301_01186;product=Villin headpiece domain-containing protein				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:OUL43636.1	MIT9301_01186		MIT9301																			
MIT9301_01560	-0.3323186724015884	1.4131393743548275	hypothetical protein	MIT9301_1	Prodigal:2.6	CDS	1320942	1321172	.	+	0	ID=MIT9301_01560;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABS83210.1;locus_tag=MIT9301_01560;note=Conserved hypothetical protein;product=hypothetical protein				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABS83210.1	MIT9301_01560	Conserved hypothetical protein	MIT9301																			
MIT9301_01815	-0.1816842860268921	0.2698014811336639	two-component response regulator	MIT9301_1	Prodigal:2.6	CDS	1533412	1534158	.	-	0	ID=MIT9301_01815;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:CAE20078.1;locus_tag=MIT9301_01815;product=two-component response regulator				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:CAE20078.1	MIT9301_01815		MIT9301																			
MIT9301_00521	-0.1339856275470128	0.3613258056272281	Inorganic pyrophosphatasee	MIT9301_1	Prodigal:2.6	CDS	453067	453654	.	+	0	ID=MIT9301_00521;eC_number=3.6.1.1;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:KGG08034.1;locus_tag=MIT9301_00521;product=Inorganic pyrophosphatasee		3.6.1.1		ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:KGG08034.1	MIT9301_00521		MIT9301																			
MIT9301_01515	0.0956628541903632	0.0465185739118047	tyrosyl-tRNA synthetase	MIT9301_1	Prodigal:2.6	CDS	1282340	1283578	.	-	0	ID=MIT9301_01515;eC_number=6.1.1.1;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB50487.1;locus_tag=MIT9301_01515;product=tyrosyl-tRNA synthetase		6.1.1.1		ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB50487.1	MIT9301_01515		MIT9301																			
MIT9301_00001	-0.2334715973939424	0.1827884330361971	DNA polymerase III%2C beta chain	MIT9301_1	Prodigal:2.6	CDS	170	1327	.	+	0	ID=MIT9301_00001;eC_number=2.7.7.7;Name=dnaN;gene=dnaN;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABV49619.1;locus_tag=MIT9301_00001;product=DNA polymerase III%2C beta chain	dnaN	2.7.7.7	dnaN	ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABV49619.1	MIT9301_00001		MIT9301																			
MIT9301_00213	-0.1202762785332433	0.3908389591752769	ATPase	MIT9301_1	Prodigal:2.6	CDS	196078	197676	.	+	0	ID=MIT9301_00213;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB49256.1;locus_tag=MIT9301_00213;product=ATPase				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB49256.1	MIT9301_00213		MIT9301																			
MIT9301_00186	-0.2784931947690441	-0.4892429893767014	Translation initiation factor SUI1	MIT9301_1	Prodigal:2.6	CDS	171577	171888	.	+	0	ID=MIT9301_00186;Name=sui1;gene=sui1;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABM69471.1;locus_tag=MIT9301_00186;product=Translation initiation factor SUI1	sui1		sui1	ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABM69471.1	MIT9301_00186		MIT9301																			
MIT9301_00717	0.0975838613513429	-0.296121211494334	peptide-chain-release factor RF-3	MIT9301_1	Prodigal:2.6	CDS	636887	638524	.	+	0	ID=MIT9301_00717;Name=prfC;gene=prfC;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:CAE19122.1;locus_tag=MIT9301_00717;product=peptide-chain-release factor RF-3	prfC		prfC	ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:CAE19122.1	MIT9301_00717		MIT9301																			
MIT9301_00879	-0.2361616292065484	0.6152451553341353	hypothetical protein	MIT9301_1	Prodigal:2.6	CDS	758068	758232	.	+	0	ID=MIT9301_00879;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB49884.1;locus_tag=MIT9301_00879;note=conserved hypothetical protein;product=hypothetical protein				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB49884.1	MIT9301_00879	conserved hypothetical protein	MIT9301																			
MIT9301_01599	-0.2511411300703725	-0.5349907195524746	hypothetical protein	MIT9301_1	Prodigal:2.6	CDS	1341114	1341254	.	+	0	ID=MIT9301_01599;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABS83227.1;locus_tag=MIT9301_01599;note=Conserved hypothetical protein;product=hypothetical protein				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABS83227.1	MIT9301_01599	Conserved hypothetical protein	MIT9301																			
MIT9301_00922	0.1954731077540509	0.2989758360061255	hypothetical protein	MIT9301_1	Prodigal:2.6	CDS	795051	795467	.	-	0	ID=MIT9301_00922;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB49924.1;locus_tag=MIT9301_00922;note=conserved hypothetical protein;product=hypothetical protein				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB49924.1	MIT9301_00922	conserved hypothetical protein	MIT9301																			
MIT9301_01444	0.159215842809998	-0.3825782142126082	SOS function regulatory protein%2C LexA repressor	MIT9301_1	Prodigal:2.6	CDS	1218918	1219535	.	-	0	ID=MIT9301_01444;eC_number=3.4.21.88;Name=lexA;gene=lexA;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABO18070.1;locus_tag=MIT9301_01444;product=SOS function regulatory protein%2C LexA repressor	lexA	3.4.21.88	lexA	ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABO18070.1	MIT9301_01444		MIT9301																			
MIT9301_00983	-0.163785093701203	0.2937944780286511	hypothetical protein	MIT9301_1	Prodigal:2.6	CDS	857306	857689	.	+	0	ID=MIT9301_00983;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB49985.1;locus_tag=MIT9301_00983;note=conserved hypothetical protein;product=hypothetical protein				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB49985.1	MIT9301_00983	conserved hypothetical protein	MIT9301																			
MIT9301_00203	-0.1558918966730449	0.0654049155977424	hypothetical protein	MIT9301_1	Prodigal:2.6	CDS	185599	186138	.	+	0	ID=MIT9301_00203;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB49246.1;locus_tag=MIT9301_00203;note=Protein of unknown function UPF0054;product=hypothetical protein				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB49246.1	MIT9301_00203	Protein of unknown function UPF0054	MIT9301																			
MIT9301_01660	-0.1765436717636468	0.0481433349033209	Methylase	MIT9301_1	Prodigal:2.6	CDS	1391036	1391806	.	+	0	ID=MIT9301_01660;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABO18283.1;locus_tag=MIT9301_01660;product=Methylase				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABO18283.1	MIT9301_01660		MIT9301																			
MIT9301_01458	-0.2205842563716213	-0.0785727286333163	hypothetical protein	MIT9301_1	Prodigal:2.6	CDS	1231481	1231648	.	+	0	ID=MIT9301_01458;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB50430.1;locus_tag=MIT9301_01458;note=conserved hypothetical protein;product=hypothetical protein				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB50430.1	MIT9301_01458	conserved hypothetical protein	MIT9301																			
MIT9301_01354	-0.1535805184834683	-0.2393535289686586	Prolyl 4-hydroxylase%2C alpha subunit	MIT9301_1	Prodigal:2.6	CDS	1135973	1136620	.	+	0	ID=MIT9301_01354;Name=piuC;gene=piuC;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABO17985.1;locus_tag=MIT9301_01354;product=Prolyl 4-hydroxylase%2C alpha subunit	piuC		piuC	ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABO17985.1	MIT9301_01354		MIT9301																			
MIT9301_01202	0.1578719660283378	-0.318396115304131	hypothetical protein	MIT9301_1	Prodigal:2.6	CDS	1016724	1017224	.	+	0	ID=MIT9301_01202;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABM70485.1;locus_tag=MIT9301_01202;note=conserved hypothetical protein;product=hypothetical protein				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABM70485.1	MIT9301_01202	conserved hypothetical protein	MIT9301																			
MIT9301_01519	-0.1022953666671964	-0.1036734635388898	peptide methionine sulfoxide reductase	MIT9301_1	Prodigal:2.6	CDS	1286194	1286796	.	-	0	ID=MIT9301_01519;eC_number=1.8.4.11;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB50491.1;locus_tag=MIT9301_01519;product=peptide methionine sulfoxide reductase		1.8.4.11		ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB50491.1	MIT9301_01519		MIT9301																			
MIT9301_00994	-0.169624788740749	0.4502101815448909	hypothetical protein	MIT9301_1	Prodigal:2.6	CDS	867108	867734	.	-	0	ID=MIT9301_00994;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABM70281.1;locus_tag=MIT9301_00994;note=conserved hypothetical protein;product=hypothetical protein				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABM70281.1	MIT9301_00994	conserved hypothetical protein	MIT9301																			
MIT9301_00727	-0.1384518674913424	0.3758298506443918	Phosphonate-binding periplasmic protein	MIT9301_1	Prodigal:2.6	CDS	645805	646698	.	-	0	ID=MIT9301_00727;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB49734.1;locus_tag=MIT9301_00727;product=Phosphonate-binding periplasmic protein				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB49734.1	MIT9301_00727		MIT9301																			
MIT9301_00492	0.1271427993558066	0.940566052526054	photosystem I subunit III precursor	MIT9301_1	Prodigal:2.6	CDS	430977	431531	.	-	0	ID=MIT9301_00492;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:KGF88707.1;locus_tag=MIT9301_00492;product=photosystem I subunit III precursor				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:KGF88707.1	MIT9301_00492		MIT9301																			
MIT9301_00519	-0.1960215569270146	0.3275607551041194	hypothetical protein	MIT9301_1	Prodigal:2.6	CDS	450934	451389	.	-	0	ID=MIT9301_00519;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB49554.1;locus_tag=MIT9301_00519;note=Protein of unknown function UPF0047;product=hypothetical protein				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB49554.1	MIT9301_00519	Protein of unknown function UPF0047	MIT9301																			
MIT9301_01653	-0.1825175259273389	0.5096279159822247	Nitrogen regulatory protein P-II	MIT9301_1	Prodigal:2.6	CDS	1382160	1382498	.	+	0	ID=MIT9301_01653;Name=glnB;gene=glnB;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:CAE19922.1;locus_tag=MIT9301_01653;product=Nitrogen regulatory protein P-II	glnB		glnB	ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:CAE19922.1	MIT9301_01653		MIT9301																			
MIT9301_00851	0.125549122552988	0.143589077427845	putative endonuclease involved in recombination	MIT9301_1	Prodigal:2.6	CDS	739168	739629	.	-	0	ID=MIT9301_00851;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABM70139.1;locus_tag=MIT9301_00851;product=putative endonuclease involved in recombination				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABM70139.1	MIT9301_00851		MIT9301																			
MIT9301_00487	-0.1612953387615366	0.2938624076571097	twin arginine-targeting protein translocase TatC	MIT9301_1	Prodigal:2.6	CDS	427345	428103	.	-	0	ID=MIT9301_00487;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:OUL43332.1;locus_tag=MIT9301_00487;product=twin arginine-targeting protein translocase TatC				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:OUL43332.1	MIT9301_00487		MIT9301																			
MIT9301_00147	-0.2750801900159461	0.1032884866407279	putative Signal peptide binding domain-containing protein	MIT9301_1	Prodigal:2.6	CDS	135338	135697	.	-	0	ID=MIT9301_00147;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:AIQ94194.1;locus_tag=MIT9301_00147;product=putative Signal peptide binding domain-containing protein				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:AIQ94194.1	MIT9301_00147		MIT9301																			
MIT9301_00687	0.102721494235619	-0.4196474591849226	Hypothetical protein	MIT9301_1	Prodigal:2.6	CDS	608804	609400	.	-	0	ID=MIT9301_00687;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABO17309.1;locus_tag=MIT9301_00687;product=Hypothetical protein				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABO17309.1	MIT9301_00687		MIT9301																			
MIT9301_00348	0.1218795578192435	-0.1721284907333639	carboxyl-terminal protease	MIT9301_1	Prodigal:2.6	CDS	318018	319322	.	-	0	ID=MIT9301_00348;eC_number=3.4.21.102;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABM69636.1;locus_tag=MIT9301_00348;product=carboxyl-terminal protease		3.4.21.102		ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABM69636.1	MIT9301_00348		MIT9301																			
MIT9301_00868	0.1269307455043325	0.6718768466557974	putative ABC transporter component%2C ATP-binding domain-containing protein	MIT9301_1	Prodigal:2.6	CDS	751935	752723	.	-	0	ID=MIT9301_00868;Name=modF;gene=modF;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABO17491.1;locus_tag=MIT9301_00868;product=putative ABC transporter component%2C ATP-binding domain-containing protein	modF		modF	ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABO17491.1	MIT9301_00868		MIT9301																			
MIT9301_01168	-0.1142951951188795	-0.2321979942635549	Inosine-5'-monophosphate dehydrogenase	MIT9301_1	Prodigal:2.6	CDS	977462	978625	.	-	0	ID=MIT9301_01168;eC_number=1.1.1.205;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:KGF90638.1;locus_tag=MIT9301_01168;product=Inosine-5'-monophosphate dehydrogenase		1.1.1.205		ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:KGF90638.1	MIT9301_01168		MIT9301																			
MIT9301_01829	0.1158980628176536	-0.2311365336476235	hypothetical protein	MIT9301_1	Prodigal:2.6	CDS	1544929	1545258	.	-	0	ID=MIT9301_01829;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABM71126.1;locus_tag=MIT9301_01829;note=conserved hypothetical protein;product=hypothetical protein				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABM71126.1	MIT9301_01829	conserved hypothetical protein	MIT9301																			
MIT9301_01673	0.1371899827554425	-0.1479197793055888	DNA-directed RNA polymerase subunit beta'	MIT9301_1	Prodigal:2.6	CDS	1399893	1403993	.	-	0	ID=MIT9301_01673;eC_number=2.7.7.6;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB50636.1;locus_tag=MIT9301_01673;product=DNA-directed RNA polymerase subunit beta'		2.7.7.6		ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB50636.1	MIT9301_01673		MIT9301																			
MIT9301_01631	0.1403278378666624	-0.8100314093408351	hypothetical protein	MIT9301_1	Prodigal:2.6	CDS	1364311	1364469	.	-	0	ID=MIT9301_01631;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB50594.1;locus_tag=MIT9301_01631;note=conserved hypothetical protein;product=hypothetical protein				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB50594.1	MIT9301_01631	conserved hypothetical protein	MIT9301																			
MIT9301_00452	0.0748550866787552	-0.1425063867738158	imidazole glycerol phosphate synthase subunit hisF	MIT9301_1	Prodigal:2.6	CDS	394830	395600	.	+	0	ID=MIT9301_00452;eC_number=4.1.3.-;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB49490.1;locus_tag=MIT9301_00452;product=imidazole glycerol phosphate synthase subunit hisF		4.1.3.-		ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB49490.1	MIT9301_00452		MIT9301																			
MIT9301_01093	0.0734408432163929	-0.220720143019991	GAR transformylase 2	MIT9301_1	Prodigal:2.6	CDS	933306	934481	.	-	0	ID=MIT9301_01093;eC_number=2.7.2.1;Name=purT;gene=purT;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABM70377.1;locus_tag=MIT9301_01093;product=GAR transformylase 2	purT	2.7.2.1	purT	ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABM70377.1	MIT9301_01093		MIT9301																			
MIT9301_00797	-0.1475035918173352	0.4591602423032741	hypothetical protein	MIT9301_1	Prodigal:2.6	CDS	689163	689441	.	-	0	ID=MIT9301_00797;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB49807.1;locus_tag=MIT9301_00797;note=conserved hypothetical protein;product=hypothetical protein				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB49807.1	MIT9301_00797	conserved hypothetical protein	MIT9301																			
MIT9301_00680	-0.2748790538832756	0.2389141857385129	Glyoxalase I	MIT9301_1	Prodigal:2.6	CDS	605525	605914	.	-	0	ID=MIT9301_00680;eC_number=4.4.1.5;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB49713.1;locus_tag=MIT9301_00680;product=Glyoxalase I		4.4.1.5		ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB49713.1	MIT9301_00680		MIT9301																			
MIT9301_00865	0.2505069560022555	1.4846662145860416	hypothetical protein	MIT9301_1	Prodigal:2.6	CDS	750720	751010	.	-	0	ID=MIT9301_00865;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB49873.1;locus_tag=MIT9301_00865;note=conserved hypothetical protein;product=hypothetical protein				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB49873.1	MIT9301_00865	conserved hypothetical protein	MIT9301																			
MIT9301_01603	-0.2799922490577545	0.4999121885777934	hypothetical protein	MIT9301_1	Prodigal:2.6	CDS	1343755	1344063	.	-	0	ID=MIT9301_01603;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB50556.1;locus_tag=MIT9301_01603;note=conserved hypothetical protein;product=hypothetical protein				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB50556.1	MIT9301_01603	conserved hypothetical protein	MIT9301																			
MIT9301_00773	-0.0964108915405333	-0.500144423303991	putative phosphate ABC transporter	MIT9301_1	Prodigal:2.6	CDS	673186	674133	.	+	0	ID=MIT9301_00773;Name=pstC%2CphoW;gene=pstC%2CphoW;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:CAE19182.1;locus_tag=MIT9301_00773;product=putative phosphate ABC transporter	pstC%2CphoW		pstC%2CphoW	ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:CAE19182.1	MIT9301_00773		MIT9301																			
MIT9301_00779	0.2000159750389037	0.0616210745096503	serine/threonine specific protein phosphatase	MIT9301_1	Prodigal:2.6	CDS	677076	677726	.	-	0	ID=MIT9301_00779;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB49791.1;locus_tag=MIT9301_00779;product=serine/threonine specific protein phosphatase				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB49791.1	MIT9301_00779		MIT9301																			
